Draw Date,Month,Day,Year,Weekday,Weekday,Quarter,Winning Numbers,Mega Ball,Multiplier,First,Second,Third,Fourth,Fifth
9/22/2006,9,22,2006,Fri,1,3,07 12 17 22 43,16,,7,12,17,22,43
9/19/2006,9,19,2006,Tue,0,3,02 19 44 45 56,43,,2,19,44,45,56
9/15/2006,9,15,2006,Fri,1,3,06 26 33 39 55,1,,6,26,33,39,55
9/12/2006,9,12,2006,Tue,0,3,03 16 25 30 44,42,,3,16,25,30,44
9/8/2006,9,8,2006,Fri,1,3,09 17 34 52 53,2,,9,17,34,52,53
9/5/2006,9,5,2006,Tue,0,3,01 32 36 42 53,4,,1,32,36,42,53
9/1/2006,9,1,2006,Fri,1,3,05 06 51 53 55,12,,5,6,51,53,55
8/29/2006,8,29,2006,Tue,0,3,15 25 37 38 52,4,,15,25,37,38,52
8/25/2006,8,25,2006,Fri,1,3,17 24 35 46 54,33,,17,24,35,46,54
8/22/2006,8,22,2006,Tue,0,3,03 04 05 07 36,16,,3,4,5,7,36
8/18/2006,8,18,2006,Fri,1,3,05 12 13 46 50,10,,5,12,13,46,50
8/15/2006,8,15,2006,Tue,0,3,10 12 22 44 48,16,,10,12,22,44,48
8/11/2006,8,11,2006,Fri,1,3,14 16 38 40 49,29,,14,16,38,40,49
8/8/2006,8,8,2006,Tue,0,3,01 05 13 18 33,30,,1,5,13,18,33
8/4/2006,8,4,2006,Fri,1,3,02 24 31 50 55,44,,2,24,31,50,55
8/1/2006,8,1,2006,Tue,0,3,14 29 32 43 49,14,,14,29,32,43,49
7/28/2006,7,28,2006,Fri,1,3,02 13 23 32 35,4,,2,13,23,32,35
7/25/2006,7,25,2006,Tue,0,3,07 21 24 41 51,10,,7,21,24,41,51
7/21/2006,7,21,2006,Fri,1,3,18 26 35 36 43,24,,18,26,35,36,43
7/18/2006,7,18,2006,Tue,0,3,12 13 29 49 52,20,,12,13,29,49,52
7/14/2006,7,14,2006,Fri,1,3,13 25 26 28 56,39,,13,25,26,28,56
7/11/2006,7,11,2006,Tue,0,3,05 14 34 36 52,42,,5,14,34,36,52
7/7/2006,7,7,2006,Fri,1,3,07 15 27 46 56,39,,7,15,27,46,56
7/4/2006,7,4,2006,Tue,0,3,09 15 31 42 45,41,,9,15,31,42,45
6/30/2006,6,30,2006,Fri,1,2,20 40 46 48 54,27,,20,40,46,48,54
6/27/2006,6,27,2006,Tue,0,2,02 14 20 29 44,32,,2,14,20,29,44
6/23/2006,6,23,2006,Fri,1,2,13 17 24 34 56,24,,13,17,24,34,56
6/20/2006,6,20,2006,Tue,0,2,11 21 37 53 54,12,,11,21,37,53,54
6/16/2006,6,16,2006,Fri,1,2,27 30 36 38 45,13,,27,30,36,38,45
6/13/2006,6,13,2006,Tue,0,2,01 20 23 24 33,29,,1,20,23,24,33
6/9/2006,6,9,2006,Fri,1,2,08 17 18 26 47,37,,8,17,18,26,47
6/6/2006,6,6,2006,Tue,0,2,05 29 35 52 53,9,,5,29,35,52,53
6/2/2006,6,2,2006,Fri,1,2,03 10 18 36 38,41,,3,10,18,36,38
5/30/2006,5,30,2006,Tue,0,2,02 13 28 34 45,36,,2,13,28,34,45
5/26/2006,5,26,2006,Fri,1,2,12 14 20 47 48,24,,12,14,20,47,48
5/23/2006,5,23,2006,Tue,0,2,17 21 28 48 54,1,,17,21,28,48,54
5/19/2006,5,19,2006,Fri,1,2,05 12 31 51 56,1,,5,12,31,51,56
5/16/2006,5,16,2006,Tue,0,2,07 24 40 48 50,15,,7,24,40,48,50
5/12/2006,5,12,2006,Fri,1,2,06 36 39 45 52,45,,6,36,39,45,52
5/9/2006,5,9,2006,Tue,0,2,07 15 24 43 44,22,,7,15,24,43,44
5/5/2006,5,5,2006,Fri,1,2,08 20 39 53 55,10,,8,20,39,53,55
5/2/2006,5,2,2006,Tue,0,2,07 11 22 27 31,33,,7,11,22,27,31
4/28/2006,4,28,2006,Fri,1,2,16 29 32 36 55,12,,16,29,32,36,55
4/25/2006,4,25,2006,Tue,0,2,01 20 32 37 39,9,,1,20,32,37,39
4/21/2006,4,21,2006,Fri,1,2,02 04 07 27 41,4,,2,4,7,27,41
4/18/2006,4,18,2006,Tue,0,2,13 14 25 34 50,6,,13,14,25,34,50
4/14/2006,4,14,2006,Fri,1,2,08 10 18 29 33,10,,8,10,18,29,33
4/11/2006,4,11,2006,Tue,0,2,02 12 45 46 56,20,,2,12,45,46,56
4/7/2006,4,7,2006,Fri,1,2,01 18 31 46 52,37,,1,18,31,46,52
4/4/2006,4,4,2006,Tue,0,2,09 25 48 51 56,7,,9,25,48,51,56
3/31/2006,3,31,2006,Fri,1,1,04 07 19 50 52,15,,4,7,19,50,52
3/28/2006,3,28,2006,Tue,0,1,14 18 35 39 49,14,,14,18,35,39,49
3/24/2006,3,24,2006,Fri,1,1,01 02 17 47 49,19,,1,2,17,47,49
3/21/2006,3,21,2006,Tue,0,1,04 16 17 28 31,8,,4,16,17,28,31
3/17/2006,3,17,2006,Fri,1,1,08 11 23 48 52,5,,8,11,23,48,52
3/14/2006,3,14,2006,Tue,0,1,27 28 30 42 50,22,,27,28,30,42,50
3/10/2006,3,10,2006,Fri,1,1,04 17 18 51 54,31,,4,17,18,51,54
3/7/2006,3,7,2006,Tue,0,1,15 27 36 38 42,32,,15,27,36,38,42
3/3/2006,3,3,2006,Fri,1,1,25 29 38 39 46,4,,25,29,38,39,46
2/28/2006,2,28,2006,Tue,0,1,02 04 35 36 48,22,,2,4,35,36,48
2/24/2006,2,24,2006,Fri,1,1,03 05 12 16 34,27,,3,5,12,16,34
2/21/2006,2,21,2006,Tue,0,1,14 23 27 36 45,36,,14,23,27,36,45
2/17/2006,2,17,2006,Fri,1,1,16 25 31 43 46,28,,16,25,31,43,46
2/14/2006,2,14,2006,Tue,0,1,27 36 43 49 54,33,,27,36,43,49,54
2/10/2006,2,10,2006,Fri,1,1,24 39 40 43 46,2,,24,39,40,43,46
2/7/2006,2,7,2006,Tue,0,1,02 16 25 30 48,26,,2,16,25,30,48
2/3/2006,2,3,2006,Fri,1,1,29 31 32 41 52,42,,29,31,32,41,52
1/31/2006,1,31,2006,Tue,0,1,01 35 53 54 56,44,,1,35,53,54,56
1/27/2006,1,27,2006,Fri,1,1,02 07 08 18 29,46,,2,7,8,18,29
1/24/2006,1,24,2006,Tue,0,1,31 34 36 51 55,4,,31,34,36,51,55
1/20/2006,1,20,2006,Fri,1,1,18 22 28 44 53,46,,18,22,28,44,53
1/17/2006,1,17,2006,Tue,0,1,24 32 37 39 40,44,,24,32,37,39,40
1/13/2006,1,13,2006,Fri,1,1,05 21 27 44 53,36,,5,21,27,44,53
1/10/2006,1,10,2006,Tue,0,1,07 27 32 37 38,30,,7,27,32,37,38
1/6/2006,1,6,2006,Fri,1,1,08 11 28 37 53,12,,8,11,28,37,53
1/3/2006,1,3,2006,Tue,0,1,15 19 20 32 38,21,,15,19,20,32,38
12/30/2005,12,30,2005,Fri,1,4,14 20 25 40 44,37,,14,20,25,40,44
12/27/2005,12,27,2005,Tue,0,4,11 24 27 49 55,23,,11,24,27,49,55
12/23/2005,12,23,2005,Fri,1,4,10 37 39 49 54,8,,10,37,39,49,54
12/20/2005,12,20,2005,Tue,0,4,06 20 23 40 56,36,,6,20,23,40,56
12/16/2005,12,16,2005,Fri,1,4,14 25 26 31 56,17,,14,25,26,31,56
12/13/2005,12,13,2005,Tue,0,4,09 10 12 22 41,4,,9,10,12,22,41
12/9/2005,12,9,2005,Fri,1,4,14 15 31 32 43,20,,14,15,31,32,43
12/6/2005,12,6,2005,Tue,0,4,06 10 26 30 33,16,,6,10,26,30,33
12/2/2005,12,2,2005,Fri,1,4,03 12 21 38 44,45,,3,12,21,38,44
11/29/2005,11,29,2005,Tue,0,4,07 08 47 51 52,5,,7,8,47,51,52
11/25/2005,11,25,2005,Fri,1,4,05 25 31 33 34,41,,5,25,31,33,34
11/22/2005,11,22,2005,Tue,0,4,09 22 37 41 43,30,,9,22,37,41,43
11/18/2005,11,18,2005,Fri,1,4,08 18 21 42 46,11,,8,18,21,42,46
11/15/2005,11,15,2005,Tue,0,4,02 04 05 40 48,7,,2,4,5,40,48
11/11/2005,11,11,2005,Fri,1,4,09 14 34 50 51,40,,9,14,34,50,51
11/8/2005,11,8,2005,Tue,0,4,08 16 21 25 27,16,,8,16,21,25,27
11/4/2005,11,4,2005,Fri,1,4,07 09 41 53 54,38,,7,9,41,53,54
11/1/2005,11,1,2005,Tue,0,4,05 18 21 28 36,20,,5,18,21,28,36
10/28/2005,10,28,2005,Fri,1,4,08 17 25 28 53,1,,8,17,25,28,53
10/25/2005,10,25,2005,Tue,0,4,07 12 18 31 55,30,,7,12,18,31,55
10/21/2005,10,21,2005,Fri,1,4,11 17 28 29 36,42,,11,17,28,29,36
10/18/2005,10,18,2005,Tue,0,4,03 12 16 32 33,15,,3,12,16,32,33
10/14/2005,10,14,2005,Fri,1,4,06 20 24 25 34,44,,6,20,24,25,34
10/11/2005,10,11,2005,Tue,0,4,24 30 42 53 54,20,,24,30,42,53,54
10/7/2005,10,7,2005,Fri,1,4,02 04 23 27 36,37,,2,4,23,27,36
10/4/2005,10,4,2005,Tue,0,4,12 24 28 29 36,41,,12,24,28,29,36
9/30/2005,9,30,2005,Fri,1,3,01 03 14 30 52,10,,1,3,14,30,52
9/27/2005,9,27,2005,Tue,0,3,14 17 26 27 28,5,,14,17,26,27,28
9/23/2005,9,23,2005,Fri,1,3,06 07 20 41 51,38,,6,7,20,41,51
9/20/2005,9,20,2005,Tue,0,3,35 36 40 42 52,45,,35,36,40,42,52
9/16/2005,9,16,2005,Fri,1,3,05 16 41 46 50,1,,5,16,41,46,50
9/13/2005,9,13,2005,Tue,0,3,13 24 44 48 52,30,,13,24,44,48,52
9/9/2005,9,9,2005,Fri,1,3,15 28 43 51 52,11,,15,28,43,51,52
9/6/2005,9,6,2005,Tue,0,3,01 08 27 31 50,40,,1,8,27,31,50
9/2/2005,9,2,2005,Fri,1,3,01 04 14 45 53,33,,1,4,14,45,53
8/30/2005,8,30,2005,Tue,0,3,19 32 42 49 56,29,,19,32,42,49,56
8/26/2005,8,26,2005,Fri,1,3,05 20 38 47 54,35,,5,20,38,47,54
8/23/2005,8,23,2005,Tue,0,3,06 07 08 13 40,12,,6,7,8,13,40
8/19/2005,8,19,2005,Fri,1,3,02 13 18 36 46,36,,2,13,18,36,46
8/16/2005,8,16,2005,Tue,0,3,09 15 20 24 55,3,,9,15,20,24,55
8/12/2005,8,12,2005,Fri,1,3,08 37 38 45 54,21,,8,37,38,45,54
8/9/2005,8,9,2005,Tue,0,3,13 35 36 43 52,5,,13,35,36,43,52
8/5/2005,8,5,2005,Fri,1,3,03 05 48 50 53,4,,3,5,48,50,53
8/2/2005,8,2,2005,Tue,0,3,17 22 39 50 52,46,,17,22,39,50,52
7/29/2005,7,29,2005,Fri,1,3,04 16 23 25 40,22,,4,16,23,25,40
7/26/2005,7,26,2005,Tue,0,3,01 10 18 29 55,8,,1,10,18,29,55
7/22/2005,7,22,2005,Fri,1,3,07 18 27 35 54,34,,7,18,27,35,54
7/19/2005,7,19,2005,Tue,0,3,07 13 48 51 54,11,,7,13,48,51,54
7/15/2005,7,15,2005,Fri,1,3,09 13 25 36 48,2,,9,13,25,36,48
7/12/2005,7,12,2005,Tue,0,3,05 17 32 39 53,36,,5,17,32,39,53
7/8/2005,7,8,2005,Fri,1,3,09 23 45 48 50,3,,9,23,45,48,50
7/5/2005,7,5,2005,Tue,0,3,22 38 48 50 55,29,,22,38,48,50,55
7/1/2005,7,1,2005,Fri,1,3,14 25 41 42 50,40,,14,25,41,42,50
6/28/2005,6,28,2005,Tue,0,2,02 20 37 43 46,4,,2,20,37,43,46
6/24/2005,6,24,2005,Fri,1,2,14 43 44 50 56,7,,14,43,44,50,56
6/21/2005,6,21,2005,Tue,0,2,09 13 40 46 50,30,,9,13,40,46,50
6/17/2005,6,17,2005,Fri,1,2,16 35 40 49 50,34,,16,35,40,49,50
6/14/2005,6,14,2005,Tue,0,2,01 10 29 48 49,36,,1,10,29,48,49
6/10/2005,6,10,2005,Fri,1,2,14 29 31 37 50,34,,14,29,31,37,50
6/7/2005,6,7,2005,Tue,0,2,07 14 28 46 47,25,,7,14,28,46,47
6/3/2005,6,3,2005,Fri,1,2,04 06 14 28 47,42,,4,6,14,28,47
5/31/2005,5,31,2005,Tue,0,2,05 13 22 37 38,11,,5,13,22,37,38
5/27/2005,5,27,2005,Fri,1,2,07 17 22 34 50,24,,7,17,22,34,50
5/24/2005,5,24,2005,Tue,0,2,09 28 39 40 45,24,,9,28,39,40,45
5/20/2005,5,20,2005,Fri,1,2,03 06 27 40 44,9,,3,6,27,40,44
5/17/2005,5,17,2005,Tue,0,2,07 09 10 29 44,17,,7,9,10,29,44
5/13/2005,5,13,2005,Fri,1,2,21 23 27 33 39,8,,21,23,27,33,39
5/10/2005,5,10,2005,Tue,0,2,11 25 38 40 42,40,,11,25,38,40,42
5/6/2005,5,6,2005,Fri,1,2,07 12 25 50 51,19,,7,12,25,50,51
5/3/2005,5,3,2005,Tue,0,2,07 17 42 46 52,47,,7,17,42,46,52
4/29/2005,4,29,2005,Fri,1,2,02 05 07 28 46,21,,2,5,7,28,46
4/26/2005,4,26,2005,Tue,0,2,18 22 33 34 42,16,,18,22,33,34,42
4/22/2005,4,22,2005,Fri,1,2,23 25 43 46 49,26,,23,25,43,46,49
4/19/2005,4,19,2005,Tue,0,2,05 06 14 42 47,3,,5,6,14,42,47
4/15/2005,4,15,2005,Fri,1,2,25 26 37 39 49,29,,25,26,37,39,49
4/12/2005,4,12,2005,Tue,0,2,15 20 43 47 50,24,,15,20,43,47,50
4/8/2005,4,8,2005,Fri,1,2,05 13 17 33 35,35,,5,13,17,33,35
4/5/2005,4,5,2005,Tue,0,2,04 19 45 51 52,22,,4,19,45,51,52
4/1/2005,4,1,2005,Fri,1,2,11 19 28 32 45,10,,11,19,28,32,45
3/29/2005,3,29,2005,Tue,0,1,07 17 18 30 42,38,,7,17,18,30,42
3/25/2005,3,25,2005,Fri,1,1,11 18 19 45 49,2,,11,18,19,45,49
3/22/2005,3,22,2005,Tue,0,1,06 11 27 37 43,34,,6,11,27,37,43
3/18/2005,3,18,2005,Fri,1,1,02 09 28 29 48,33,,2,9,28,29,48
3/15/2005,3,15,2005,Tue,0,1,14 26 27 34 44,27,,14,26,27,34,44
3/11/2005,3,11,2005,Fri,1,1,18 19 31 35 36,17,,18,19,31,35,36
3/8/2005,3,8,2005,Tue,0,1,08 14 15 22 31,13,,8,14,15,22,31
3/4/2005,3,4,2005,Fri,1,1,07 10 13 35 39,21,,7,10,13,35,39
3/1/2005,3,1,2005,Tue,0,1,01 08 18 39 48,1,,1,8,18,39,48
2/25/2005,2,25,2005,Fri,1,1,04 13 37 38 50,24,,4,13,37,38,50
2/22/2005,2,22,2005,Tue,0,1,15 18 28 41 45,27,,15,18,28,41,45
2/18/2005,2,18,2005,Fri,1,1,01 19 31 35 42,34,,1,19,31,35,42
2/15/2005,2,15,2005,Tue,0,1,03 16 20 21 38,10,,3,16,20,21,38
2/11/2005,2,11,2005,Fri,1,1,06 14 21 24 50,28,,6,14,21,24,50
2/8/2005,2,8,2005,Tue,0,1,08 11 14 23 25,21,,8,11,14,23,25
2/4/2005,2,4,2005,Fri,1,1,03 12 14 30 52,34,,3,12,14,30,52
2/1/2005,2,1,2005,Tue,0,1,03 17 21 42 44,35,,3,17,21,42,44
1/28/2005,1,28,2005,Fri,1,1,25 31 39 47 52,43,,25,31,39,47,52
1/25/2005,1,25,2005,Tue,0,1,02 10 21 25 45,22,,2,10,21,25,45
1/21/2005,1,21,2005,Fri,1,1,17 27 39 40 41,21,,17,27,39,40,41
1/18/2005,1,18,2005,Tue,0,1,10 23 28 39 51,5,,10,23,28,39,51
1/14/2005,1,14,2005,Fri,1,1,15 19 24 40 47,50,,15,19,24,40,47
1/11/2005,1,11,2005,Tue,0,1,02 23 24 35 45,18,,2,23,24,35,45
1/7/2005,1,7,2005,Fri,1,1,02 08 14 15 51,38,,2,8,14,15,51
1/4/2005,1,4,2005,Tue,0,1,03 06 07 12 32,30,,3,6,7,12,32
12/31/2004,12,31,2004,Fri,1,4,10 14 45 47 51,20,,10,14,45,47,51
12/28/2004,12,28,2004,Tue,0,4,18 29 32 38 43,50,,18,29,32,38,43
12/24/2004,12,24,2004,Fri,1,4,09 20 22 41 42,10,,9,20,22,41,42
12/21/2004,12,21,2004,Tue,0,4,07 22 27 31 38,12,,7,22,27,31,38
12/17/2004,12,17,2004,Fri,1,4,16 34 38 42 47,1,,16,34,38,42,47
12/14/2004,12,14,2004,Tue,0,4,14 27 32 34 40,2,,14,27,32,34,40
12/10/2004,12,10,2004,Fri,1,4,22 23 37 42 47,15,,22,23,37,42,47
12/7/2004,12,7,2004,Tue,0,4,01 19 22 32 49,29,,1,19,22,32,49
12/3/2004,12,3,2004,Fri,1,4,12 32 37 41 52,13,,12,32,37,41,52
11/30/2004,11,30,2004,Tue,0,4,10 20 22 28 52,4,,10,20,22,28,52
11/26/2004,11,26,2004,Fri,1,4,07 09 18 37 43,34,,7,9,18,37,43
11/23/2004,11,23,2004,Tue,0,4,08 30 32 35 51,17,,8,30,32,35,51
11/19/2004,11,19,2004,Fri,1,4,01 12 24 36 51,38,,1,12,24,36,51
11/16/2004,11,16,2004,Tue,0,4,09 10 27 28 30,18,,9,10,27,28,30
11/12/2004,11,12,2004,Fri,1,4,05 31 33 35 51,1,,5,31,33,35,51
11/9/2004,11,9,2004,Tue,0,4,11 20 26 28 52,7,,11,20,26,28,52
11/5/2004,11,5,2004,Fri,1,4,03 29 30 41 43,1,,3,29,30,41,43
11/2/2004,11,2,2004,Tue,0,4,24 32 42 49 50,3,,24,32,42,49,50
10/29/2004,10,29,2004,Fri,1,4,10 18 26 31 41,48,,10,18,26,31,41
10/26/2004,10,26,2004,Tue,0,4,14 25 39 43 49,27,,14,25,39,43,49
10/22/2004,10,22,2004,Fri,1,4,03 07 20 24 43,36,,3,7,20,24,43
10/19/2004,10,19,2004,Tue,0,4,06 13 19 34 50,33,,6,13,19,34,50
10/15/2004,10,15,2004,Fri,1,4,04 08 24 30 36,25,,4,8,24,30,36
10/12/2004,10,12,2004,Tue,0,4,04 18 19 39 51,13,,4,18,19,39,51
10/8/2004,10,8,2004,Fri,1,4,16 17 21 33 41,6,,16,17,21,33,41
10/5/2004,10,5,2004,Tue,0,4,08 34 39 48 49,47,,8,34,39,48,49
10/1/2004,10,1,2004,Fri,1,4,08 10 17 24 39,52,,8,10,17,24,39
9/28/2004,9,28,2004,Tue,0,3,01 18 39 42 50,35,,1,18,39,42,50
9/24/2004,9,24,2004,Fri,1,3,11 26 30 49 50,52,,11,26,30,49,50
9/21/2004,9,21,2004,Tue,0,3,01 03 15 19 29,39,,1,3,15,19,29
9/17/2004,9,17,2004,Fri,1,3,03 16 25 38 49,4,,3,16,25,38,49
9/14/2004,9,14,2004,Tue,0,3,12 35 37 38 50,49,,12,35,37,38,50
9/10/2004,9,10,2004,Fri,1,3,11 17 27 45 52,5,,11,17,27,45,52
9/7/2004,9,7,2004,Tue,0,3,13 30 36 38 51,35,,13,30,36,38,51
9/3/2004,9,3,2004,Fri,1,3,04 14 34 38 44,10,,4,14,34,38,44
8/31/2004,8,31,2004,Tue,0,3,14 15 25 42 44,3,,14,15,25,42,44
8/27/2004,8,27,2004,Fri,1,3,05 25 38 46 47,14,,5,25,38,46,47
8/24/2004,8,24,2004,Tue,0,3,02 05 21 47 50,46,,2,5,21,47,50
8/20/2004,8,20,2004,Fri,1,3,12 17 34 37 39,34,,12,17,34,37,39
8/17/2004,8,17,2004,Tue,0,3,22 23 26 28 36,10,,22,23,26,28,36
8/13/2004,8,13,2004,Fri,1,3,14 31 41 45 48,20,,14,31,41,45,48
8/10/2004,8,10,2004,Tue,0,3,18 25 29 31 44,33,,18,25,29,31,44
8/6/2004,8,6,2004,Fri,1,3,04 23 33 38 49,7,,4,23,33,38,49
8/3/2004,8,3,2004,Tue,0,3,01 02 13 16 22,31,,1,2,13,16,22
7/30/2004,7,30,2004,Fri,1,3,16 19 21 34 35,22,,16,19,21,34,35
7/27/2004,7,27,2004,Tue,0,3,08 10 11 13 24,46,,8,10,11,13,24
7/23/2004,7,23,2004,Fri,1,3,05 12 25 35 37,12,,5,12,25,35,37
7/20/2004,7,20,2004,Tue,0,3,06 15 21 32 44,13,,6,15,21,32,44
7/16/2004,7,16,2004,Fri,1,3,03 21 22 35 44,7,,3,21,22,35,44
7/13/2004,7,13,2004,Tue,0,3,13 31 37 39 52,38,,13,31,37,39,52
7/9/2004,7,9,2004,Fri,1,3,11 23 25 29 45,16,,11,23,25,29,45
7/6/2004,7,6,2004,Tue,0,3,06 07 08 31 48,19,,6,7,8,31,48
7/2/2004,7,2,2004,Fri,1,3,10 25 38 39 50,12,,10,25,38,39,50
6/29/2004,6,29,2004,Tue,0,2,10 13 19 28 38,1,,10,13,19,28,38
6/25/2004,6,25,2004,Fri,1,2,18 19 29 32 42,32,,18,19,29,32,42
6/22/2004,6,22,2004,Tue,0,2,09 10 17 41 52,19,,9,10,17,41,52
6/18/2004,6,18,2004,Fri,1,2,07 10 11 15 51,23,,7,10,11,15,51
6/15/2004,6,15,2004,Tue,0,2,18 23 27 29 44,24,,18,23,27,29,44
6/11/2004,6,11,2004,Fri,1,2,12 28 36 39 52,36,,12,28,36,39,52
6/8/2004,6,8,2004,Tue,0,2,17 24 29 37 45,43,,17,24,29,37,45
6/4/2004,6,4,2004,Fri,1,2,04 16 18 41 47,46,,4,16,18,41,47
6/1/2004,6,1,2004,Tue,0,2,07 16 17 26 48,15,,7,16,17,26,48
5/28/2004,5,28,2004,Fri,1,2,13 27 36 39 51,33,,13,27,36,39,51
5/25/2004,5,25,2004,Tue,0,2,05 18 34 36 39,43,,5,18,34,36,39
5/21/2004,5,21,2004,Fri,1,2,04 20 27 38 49,31,,4,20,27,38,49
5/18/2004,5,18,2004,Tue,0,2,02 36 44 46 51,45,,2,36,44,46,51
5/14/2004,5,14,2004,Fri,1,2,10 19 32 36 46,6,,10,19,32,36,46
5/11/2004,5,11,2004,Tue,0,2,09 25 30 34 37,30,,9,25,30,34,37
5/7/2004,5,7,2004,Fri,1,2,14 17 19 44 50,17,,14,17,19,44,50
5/4/2004,5,4,2004,Tue,0,2,03 15 29 37 39,40,,3,15,29,37,39
4/30/2004,4,30,2004,Fri,1,2,15 21 32 39 50,34,,15,21,32,39,50
4/27/2004,4,27,2004,Tue,0,2,01 10 17 23 35,45,,1,10,17,23,35
4/23/2004,4,23,2004,Fri,1,2,08 22 25 47 48,27,,8,22,25,47,48
4/20/2004,4,20,2004,Tue,0,2,12 22 37 46 48,49,,12,22,37,46,48
4/16/2004,4,16,2004,Fri,1,2,06 24 29 42 51,41,,6,24,29,42,51
4/13/2004,4,13,2004,Tue,0,2,13 36 39 50 51,34,,13,36,39,50,51
4/9/2004,4,9,2004,Fri,1,2,02 08 10 11 23,40,,2,8,10,11,23
4/6/2004,4,6,2004,Tue,0,2,08 17 29 32 39,49,,8,17,29,32,39
4/2/2004,4,2,2004,Fri,1,2,08 17 25 46 47,13,,8,17,25,46,47
3/30/2004,3,30,2004,Tue,0,1,03 27 31 41 45,33,,3,27,31,41,45
3/26/2004,3,26,2004,Fri,1,1,08 10 17 37 49,20,,8,10,17,37,49
3/23/2004,3,23,2004,Tue,0,1,12 22 35 39 46,32,,12,22,35,39,46
3/19/2004,3,19,2004,Fri,1,1,06 09 14 32 50,4,,6,9,14,32,50
3/16/2004,3,16,2004,Tue,0,1,03 28 45 49 51,52,,3,28,45,49,51
3/12/2004,3,12,2004,Fri,1,1,04 29 32 35 36,11,,4,29,32,35,36
3/9/2004,3,9,2004,Tue,0,1,16 23 29 36 51,49,,16,23,29,36,51
3/5/2004,3,5,2004,Fri,1,1,30 40 47 49 52,3,,30,40,47,49,52
3/2/2004,3,2,2004,Tue,0,1,25 30 35 40 50,4,,25,30,35,40,50
2/27/2004,2,27,2004,Fri,1,1,02 09 24 36 52,44,,2,9,24,36,52
2/24/2004,2,24,2004,Tue,0,1,06 11 43 49 52,21,,6,11,43,49,52
2/20/2004,2,20,2004,Fri,1,1,01 13 20 21 30,24,,1,13,20,21,30
2/17/2004,2,17,2004,Tue,0,1,02 08 34 36 52,21,,2,8,34,36,52
2/13/2004,2,13,2004,Fri,1,1,14 30 42 43 45,30,,14,30,42,43,45
2/10/2004,2,10,2004,Tue,0,1,03 07 10 22 32,23,,3,7,10,22,32
2/6/2004,2,6,2004,Fri,1,1,01 06 16 30 49,13,,1,6,16,30,49
2/3/2004,2,3,2004,Tue,0,1,09 21 26 35 41,17,,9,21,26,35,41
1/30/2004,1,30,2004,Fri,1,1,17 28 30 40 51,44,,17,28,30,40,51
1/27/2004,1,27,2004,Tue,0,1,06 10 20 38 50,27,,6,10,20,38,50
1/23/2004,1,23,2004,Fri,1,1,10 18 33 46 51,13,,10,18,33,46,51
1/20/2004,1,20,2004,Tue,0,1,05 07 14 21 45,36,,5,7,14,21,45
1/16/2004,1,16,2004,Fri,1,1,12 26 41 44 49,44,,12,26,41,44,49
1/13/2004,1,13,2004,Tue,0,1,03 17 18 21 45,21,,3,17,18,21,45
1/9/2004,1,9,2004,Fri,1,1,24 32 38 47 49,12,,24,32,38,47,49
1/6/2004,1,6,2004,Tue,0,1,07 13 15 25 32,9,,7,13,15,25,32
1/2/2004,1,2,2004,Fri,1,1,07 08 36 44 48,9,,7,8,36,44,48
12/30/2003,12,30,2003,Tue,0,4,12 18 21 32 46,49,,12,18,21,32,46
12/26/2003,12,26,2003,Fri,1,4,01 10 17 20 29,36,,1,10,17,20,29
12/23/2003,12,23,2003,Tue,0,4,02 13 21 22 49,52,,2,13,21,22,49
12/19/2003,12,19,2003,Fri,1,4,05 10 17 35 39,38,,5,10,17,35,39
12/16/2003,12,16,2003,Tue,0,4,16 24 31 46 47,47,,16,24,31,46,47
12/12/2003,12,12,2003,Fri,1,4,09 16 32 45 46,26,,9,16,32,45,46
12/9/2003,12,9,2003,Tue,0,4,04 14 15 24 48,41,,4,14,15,24,48
12/5/2003,12,5,2003,Fri,1,4,01 12 15 18 44,42,,1,12,15,18,44
12/2/2003,12,2,2003,Tue,0,4,10 13 24 34 49,4,,10,13,24,34,49
11/28/2003,11,28,2003,Fri,1,4,19 26 31 44 50,19,,19,26,31,44,50
11/25/2003,11,25,2003,Tue,0,4,22 32 37 40 41,52,,22,32,37,40,41
11/21/2003,11,21,2003,Fri,1,4,14 26 28 36 42,14,,14,26,28,36,42
11/18/2003,11,18,2003,Tue,0,4,04 11 25 30 52,36,,4,11,25,30,52
11/14/2003,11,14,2003,Fri,1,4,03 13 31 41 42,52,,3,13,31,41,42
11/11/2003,11,11,2003,Tue,0,4,02 05 17 21 22,43,,2,5,17,21,22
11/7/2003,11,7,2003,Fri,1,4,06 18 23 26 30,31,,6,18,23,26,30
11/4/2003,11,4,2003,Tue,0,4,16 24 43 44 45,22,,16,24,43,44,45
10/31/2003,10,31,2003,Fri,1,4,06 12 13 36 46,3,,6,12,13,36,46
10/28/2003,10,28,2003,Tue,0,4,06 09 20 40 47,26,,6,9,20,40,47
10/24/2003,10,24,2003,Fri,1,4,08 09 16 30 31,15,,8,9,16,30,31
10/21/2003,10,21,2003,Tue,0,4,18 34 46 51 52,38,,18,34,46,51,52
10/17/2003,10,17,2003,Fri,1,4,14 20 31 46 48,18,,14,20,31,46,48
10/14/2003,10,14,2003,Tue,0,4,18 19 21 33 40,29,,18,19,21,33,40
10/10/2003,10,10,2003,Fri,1,4,04 19 36 42 48,13,,4,19,36,42,48
